"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
89,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
90,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
91,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
92,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
93,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
94,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
96,"West Brom","Watford","Man City","Arsenal","Brighton","Everton","Leicester","Tottenham","Stoke","Chelsea","Newcastle","Huddersfield","Swansea","Burnley","Southampton","Crystal Palace","Man Utd","Liverpool","Man City","West Ham","Everton","Brighton","Arsenal","West Ham","Chelsea","Stoke","Huddersfield","Newcastle","Leicester"
97,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
98,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
99,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
100,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
101,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
102,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
103,"Chelsea","West Brom","Tottenham","Crystal Palace","Liverpool","Huddersfield","Everton","West Ham","Man City","Newcastle","Southampton","Swansea","Arsenal","Bournemouth","Leicester","Watford","Stoke","Brighton","Tottenham","Man Utd","Huddersfield","Liverpool","Crystal Palace","Man Utd","Newcastle","Man City","Swansea","Southampton","Everton"
104,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
105,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
106,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
107,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
108,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watford","West Brom","Man Utd","Man City"
110,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
111,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bournemouth","Watford","West Brom","Man Utd","Man City"
113,NA,"Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
114,NA,NA,NA,"Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Bournemouth","Watford","West Brom","Man Utd","Man City"
115,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
116,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
117,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Ham","Newcastle","Everton","Tottenham","Man Utd"
119,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
120,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
121,"Watford","Crystal Palace","Arsenal","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
122,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
123,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
124,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
125,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
126,"Huddersfield","Liverpool","Swansea","Burnley","Southampton","Man City","Man Utd","Chelsea","Newcastle","West Ham","Tottenham","Everton","Stoke","Brighton","West Brom","Bournemouth","Watford","Leicester","Swansea","Arsenal","Man City","Southampton","Burnley","Arsenal","West Ham","Newcastle","Everton","Tottenham","Man Utd"
127,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
128,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
129,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
130,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
131,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
132,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
133,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
134,NA,"Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Arsenal","Crystal Palace","Watford","Burnley"
135,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
136,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
137,"Stoke","Man City","Chelsea","Tottenham","Man Utd","Bournemouth","Burnley","Brighton","Arsenal","Leicester","Watford","Crystal Palace","Southampton","West Ham","Huddersfield","Liverpool","Newcastle","Swansea","Chelsea","West Brom","Bournemouth","Man Utd","Tottenham","West Brom","Leicester","Arsenal","Crystal Palace","Watford","Burnley"
138,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth","West Brom","Tottenham"
139,NA,NA,"Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth","West Brom","Tottenham"
140,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth","West Brom","Tottenham"
141,"Crystal Palace","Newcastle","Southampton","West Ham","Leicester","Burnley","Tottenham","Swansea","Man Utd","Liverpool","West Brom","Bournemouth","Man City","Arsenal","Everton","Brighton","Chelsea","Watford","Southampton","Stoke","Burnley","Leicester","West Ham","Stoke","Liverpool","Man Utd","Bournemouth","West Brom","Tottenham"
