"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27"
399,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
400,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
401,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
402,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
403,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
404,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
405,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
406,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
407,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
408,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
409,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
410,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
411,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
412,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
413,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
414,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
415,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
416,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
417,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
418,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
419,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
420,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
421,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
422,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
423,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
424,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
425,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
426,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
427,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
428,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
429,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
430,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
431,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
432,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
433,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
434,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
435,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
436,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
437,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
438,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
439,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
440,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
441,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
442,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
443,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
444,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
445,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
446,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
447,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
448,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
449,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
450,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
451,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
452,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
453,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
454,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
455,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID"
457,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
458,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
459,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
460,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID"
462,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
463,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
464,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
465,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
466,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
467,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
468,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
469,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
470,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
471,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
472,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
473,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
474,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
475,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
476,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
477,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
478,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
479,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
480,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
481,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
482,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
483,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
484,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
485,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID"
487,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
488,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
489,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
490,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
491,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
492,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
493,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
494,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
495,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
496,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
497,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
498,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID"
500,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
501,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID"
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID"
504,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
505,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID"
507,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
508,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
509,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
510,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
511,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
512,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
513,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
514,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
515,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
516,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
517,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
518,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
519,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
520,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
521,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
522,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
523,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID"
525,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
526,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
527,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID"
529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
530,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
531,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID"
533,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
534,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
536,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FWD","FWD"
538,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
539,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
540,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
541,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
542,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
543,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FWD","FWD","FWD"
545,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
546,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
547,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
548,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
549,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
550,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
551,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
552,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
553,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
554,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
555,NA,NA,"FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD","FWD"
