FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marouane,Fellaini,MID,MUN,4700000,0,39,1.14705882352941,2.44055068836045E-07,8.29787234042553E-06,0,207020,1,0,0,0,0,3,0,8.3,27,-3,0,39,3,0.2,0,0.8,3,0,4,0,0,0.5,191570,0,0,0,1,518,31,0,0,138,Arsenal,Brighton,West Ham,Watford,,0.8,1.2,0.7,47.7
Leroy,Fer,MID,SWA,5200000,0,41,2,3.84615384615385E-07,7.88461538461538E-06,0,40025,5,26,0,0,0,1,0,7.9,9,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,17275,0,0,0,0,1394,1,0,0,201,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,56
Nathan,Ferguson,DEF,WBA,4000000,0,0,0,0,0,0,3091,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6455,0,0,0,0,0,40,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Edimilson,Fernandes,MID,WHU,4300000,1,18,0.529411764705882,1.2311901504788E-07,4.18604651162791E-06,0,17685,1,15,0,0,0,0,0,4.2,58,-2,0,18,2,0.5,0,2.3,0,0,2,0,0,0.2,8917,0,0,0,0,696,88,0,0,76,Man City,Leicester,Man Utd,Everton,,0.3,0.6,0.3,18.9
Federico,Fernandez,DEF,SWA,4500000,0,82,2.9,6.44444444444444E-07,1.82222222222222E-05,0,282775,4,42,0,0,0,1,0,18.2,5383,0,0,82,0,0.3,0,1.3,10,0,7,0,1,3.6,384093,1,0,0,2,2496,1345,0,0,471,Chelsea,Bournemouth,Southampton,Stoke,,0,5.2,3.4,92.1
,Fernandinho,MID,MCI,5000000,0,96,3.2,6.4E-07,1.92E-05,0,755379,7,22,0,0,0,3,0,19.2,1174,0,0,96,0,0.2,0,0.8,5,0,13,0,4,3.9,808284,0,0,0,1,2520,643,0,0,499,West Ham,Huddersfield,Brighton,Southampton,,2.6,6.8,2.8,141.4
,Fernando,MID,MCI,4500000,0,0,0,0,0,0,4539,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,4,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,0
Sam,Field,MID,WBA,4400000,0,23,0.657142857142857,1.49350649350649E-07,5.22727272727273E-06,0,22082,3,7,0,0,0,1,0,5.2,11,-1,0,23,1,0,0,0,2,0,4,0,0,0.1,21784,0,0,0,0,534,6,0,0,70,Newcastle,Tottenham,Crystal Palace,,,0.3,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9600000,1,175,5.1,5.3125E-07,1.82291666666667E-05,0,3483139,1,31,0,0,0,15,0,18.2,35821,11,-1,175,-11,0.3,0,3,29,0,14,0,8,39.8,4486608,0,0,0,3,2497,9692,1,0,736,Stoke,Chelsea,Brighton,,,7.4,4.3,7.5,295.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,Stoke,Chelsea,Brighton,,,0,0,0,0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0,0,0,0,36392,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7359,0,0,0,0,0,13,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702E-07,1.36170212765957E-05,0,59190,0,48,0,0,0,1,0,13.6,72,-3,0,64,3,0,0,0,3,0,4,0,1,0.4,29257,0,0,0,1,2110,13,0,0,319,Liverpool,Crystal Palace,Swansea,,,1.3,2.1,1.8,73.7
Phil,Foden,MID,MCI,4700000,1,7,0.205882352941176,4.38047559449312E-08,1.48936170212766E-06,0,2709,0,1,0,0,0,0,0,1.5,19,-3,0,7,3,0.1,0,0.3,0,0,0,0,1,0,1294,0,0,0,0,37,101,0,0,28,West Ham,Huddersfield,Brighton,Southampton,,0.1,0.2,0.1,6.9
Michael,Folivi,FWD,WAT,4500000,0,0,0,0,0,0,16141,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22529,0,0,0,0,0,8,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.14893617021277E-07,7.23404255319149E-06,0,153811,0,11,0,0,0,0,0,7.2,29,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,77178,0,0,0,0,688,0,0,0,156,Man City,Leicester,Man Utd,Everton,,0,0,0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.82608695652174E-07,1.58695652173913E-05,0,533964,0,30,0,69,0,0,0,15.9,484,-4,0,73,4,0,0,0,6,0,4,0,0,3.9,368928,0,0,1,1,1800,463,0,0,351,Bournemouth,Everton,Swansea,Man City,,3.5,6.1,3.5,48.9
Ben,Foster,GLK,WBA,4300000,1,105,3.1,7.2093023255814E-07,2.44186046511628E-05,0,768901,2,53,0,89,0,0,0,24.4,3210,-2,0,105,2,0.8,0,3.3,8,0,8,0,0,9.4,510022,0,0,0,1,3060,1914,0,0,565,Newcastle,Tottenham,Crystal Palace,,,2.2,3.5,3.8,66.4
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182E-07,8.86363636363636E-06,0,106281,2,29,0,0,0,0,0,8.9,399,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1,70598,0,0,0,0,1592,28,0,0,279,Leicester,Stoke,West Brom,,,1.3,1.4,1.5,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0,0,0,0,1905,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,0,0,0,0,8,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0
Simon,Francis,DEF,BOU,4300000,0,44,1.5,3.48837209302326E-07,1.02325581395349E-05,0,198695,8,45,0,0,0,0,0,10.2,827,-2,0,44,2,0.1,0,0.5,1,0,3,0,0,1.3,121493,0,0,0,0,2528,125,0,1,438,Southampton,Swansea,Burnley,,,1,1.1,0.8,121
Ryan,Fraser,MID,BOU,5100000,0,82,3.6,7.05882352941176E-07,1.6078431372549E-05,0,133857,0,35,0,0,0,4,0,16.1,501,-4,0,82,4,0.6,0,3.3,10,0,1,0,3,0.7,107335,0,0,0,2,1733,190,0,0,331,Southampton,Swansea,Burnley,,,3.3,4,3.3,138.2
Christian,Fuchs,DEF,LEI,4800000,0,56,1.64705882352941,3.43137254901961E-07,1.16666666666667E-05,0,215614,1,27,0,0,0,0,0,11.7,290,-2,0,56,2,0.1,0,0.3,8,0,4,0,1,1.9,112579,0,0,0,1,1647,55,0,0,323,Crystal Palace,West Ham,Arsenal,Tottenham,,1.8,3.1,1,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.16279069767442E-07,2.32558139534884E-07,0,4340,1,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0,3722,0,0,0,0,17,0,0,0,1,Chelsea,Bournemouth,Southampton,Stoke,,0,0,0,0
Ramiro,Funes Mori,DEF,EVE,4900000,0,1,0.0285714285714286,5.83090379008746E-09,2.04081632653061E-07,0,1382,0,0,0,0,0,0,0,0.2,8,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,932,0,0,0,0,14,8,0,0,4,Huddersfield,Southampton,West Ham,,,0,0,0,0.7
Manolo,Gabbiadini,FWD,SOU,6200000,0,58,2.1,3.38709677419355E-07,9.35483870967742E-06,0,501731,2,17,0,0,0,4,0,9.4,119,-8,0,58,8,0.1,0,0.5,7,0,4,0,0,1.3,266289,0,0,0,1,1045,77,0,0,173,Bournemouth,Everton,Swansea,Man City,,2,2.8,1.5,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0,0,0,0,4494,0,0,0,0,0,0,0,0,36,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,6644,0,0,0,0,0,18,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
,Gabriel,DEF,ARS,5000000,0,0,0,0,0,0,2345,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,1,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615E-06,2.30769230769231E-06,0,233454,0,0,0,0,0,0,0,2.3,378,-1,0,9,1,0,0,0,2,0,1,0,0,1.5,204253,0,0,0,0,97,113,0,0,38,West Brom,Watford,Tottenham,Chelsea,,0,0,0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,27,0,0,0,Huddersfield,Southampton,West Ham,,,0,0,0,0
Dwight,Gayle,FWD,NEW,6100000,1,82,2.6,4.26229508196721E-07,1.34426229508197E-05,0,210081,3,27,0,0,0,5,0,13.4,871,-4,0,82,4,0.2,0,1.5,7,0,6,0,3,1.1,148637,0,0,0,2,1670,473,0,0,240,West Brom,Watford,Tottenham,Chelsea,,2.9,3.7,2,123.4
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.264705882352941,6.30252100840336E-08,2.14285714285714E-06,0,5701,0,0,0,3,0,0,0,2.1,18,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,6968,0,0,0,0,90,13,0,0,26,Watford,West Brom,Newcastle,Leicester,,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,73,2.4,4.8E-07,1.46E-05,0,47166,2,42,0,0,0,0,0,14.6,142,0,0,73,0,0.5,0,2.5,1,0,6,0,2,0.4,52708,0,0,0,0,2556,81,0,0,426,Newcastle,Tottenham,Crystal Palace,,,1.4,2.4,2.9,93.3
Olivier,Giroud,FWD,CHE,8200000,0,63,2.5,3.04878048780488E-07,7.68292682926829E-06,0,209900,0,8,0,0,0,6,0,7.7,749,-3,0,63,3,0.5,0,4,7,0,3,0,1,1.7,180292,0,0,0,2,695,11319,0,0,233,Swansea,Liverpool,Huddersfield,Newcastle,,1.8,4.9,1.9,108.5
Connor,Goldson,DEF,BHA,3900000,0,5,0.147058823529412,3.77073906485671E-08,1.28205128205128E-06,0,133260,1,4,0,0,0,0,0,1.3,1256,-1,0,5,1,0,0,0,0,0,1,0,0,2.7,250655,0,0,0,0,180,657,0,0,33,Burnley,Man Utd,Man City,Liverpool,,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6E-07,1.37777777777778E-05,0,168706,0,39,0,61,0,0,0,13.8,375,0,0,62,0,0,0,0,4,0,5,0,0,1.3,135651,0,0,0,0,2038,25,0,0,386,Tottenham,Newcastle,Man Utd,,,2.1,2.6,1.8,45.1
Joseph,Gomez,DEF,LIV,4500000,1,77,3.5,7.77777777777778E-07,1.71111111111111E-05,0,638419,3,22,0,0,0,0,0,17.1,580,0,0,77,0,0.1,0,0.3,6,0,8,0,2,2.4,692607,0,0,0,2,1811,623,0,0,448,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,70.7
Dan,Gosling,MID,BOU,4800000,0,55,2.2,4.58333333333333E-07,1.14583333333333E-05,0,11121,8,39,0,0,0,2,0,11.5,75,-2,0,55,2,0.3,0,1.5,4,0,1,0,1,0.1,12009,0,0,0,0,1827,17,0,0,244,Southampton,Swansea,Burnley,,,1.5,1.9,1.5,88.6
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,0.142857142857143,3.40136054421769E-08,1.19047619047619E-06,0,29566,0,7,0,8,0,0,0,1.2,18,-3,0,5,3,0,0,0,0,0,0,0,0,0.2,9920,0,0,0,0,270,13,0,0,44,Liverpool,Crystal Palace,Swansea,,,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,68,2.4,3.80952380952381E-07,1.07936507936508E-05,0,310505,1,26,0,0,0,4,0,10.8,299,-2,0,68,2,0.1,0,0.5,3,0,5,0,3,1.3,256267,0,0,0,0,1273,57,0,0,200,Tottenham,Newcastle,Man Utd,,,1.4,2.5,1.4,92.3
Demarai,Gray,MID,LEI,5300000,0,71,2.3,4.33962264150943E-07,1.33962264150943E-05,0,147269,2,25,0,0,0,3,0,13.4,198,-2,0,71,2,0.5,0,2.5,2,0,4,0,2,0.6,134449,0,0,0,0,1486,131,0,0,287,Crystal Palace,West Ham,Arsenal,Tottenham,,1.4,4.3,1.2,101.1
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,6463,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13584,0,0,0,0,0,13,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0
Pascal,Gro?,MID,BHA,6000000,0,151,4.4,7.33333333333333E-07,2.51666666666667E-05,0,1736469,1,42,0,0,0,6,0,25.2,8192,5,0,151,-5,0.7,0,4,24,0,8,0,8,16.3,2510349,0,0,0,3,2650,6771,0,0,582,Burnley,Man Utd,Man City,Liverpool,,4.1,7.1,2.8,233.1
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,52947,0,0,0,0,0,0,0,0.7,38,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,52100,0,0,0,0,14,3,0,0,9,Stoke,Chelsea,Brighton,,,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,110,3.4,6.8E-07,2.2E-05,0,130898,2,27,0,0,0,2,0,22,1681,0,0,110,0,0.6,0,3,7,0,9,0,9,1.7,221125,0,0,0,1,2574,4058,0,0,434,Brighton,Arsenal,Bournemouth,,,3.4,2.4,3.6,197.7
Idrissa,Gueye,MID,EVE,4800000,2,67,2.2,4.58333333333333E-07,1.39583333333333E-05,0,68426,6,41,0,0,0,1,0,14,142,-2,0,67,2,0.5,0,2.3,2,0,8,0,1,0.8,35549,0,0,0,0,2479,43,0,1,481,Huddersfield,Southampton,West Ham,,,1.2,1.9,1.2,87.6
Ilkay,Gundogan,MID,MCI,5400000,3,74,2.17647058823529,4.03050108932462E-07,1.37037037037037E-05,0,127566,3,13,0,0,0,4,0,13.7,2591,-1,0,74,1,1,0,5.5,9,0,5,0,2,1.9,208161,0,0,0,2,1240,7559,0,0,332,West Ham,Huddersfield,Brighton,Southampton,,1.4,3.8,1.5,104.6
Florent,Hadergjonaj,DEF,HUD,4500000,0,41,2.2,4.88888888888889E-07,9.11111111111111E-06,0,6235,3,25,0,0,0,0,0,9.1,91,0,0,41,0,0.6,0,2.7,5,0,3,0,1,0.1,10205,0,0,0,0,1372,28,0,0,229,Everton,Man City,Chelsea,Arsenal,,2,2.6,2.4,63.2
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,118305,0,0,0,0,0,0,0,0,526,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,138250,0,0,0,0,0,454,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,2,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Ben,Hamer,GLK,LEI,4300000,0,7,0.205882352941176,4.78796169630643E-08,1.62790697674419E-06,0,2367,0,0,0,2,0,0,0,1.6,35,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.1,1272,0,0,0,0,94,109,0,0,27,Crystal Palace,West Ham,Arsenal,Tottenham,,0.1,0.2,0.1,1.5
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,86715,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5852,0,0,0,0,0,4,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
