FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,2246,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6884,0,0,0,0,0,77,0,0,0,Bournemouth,Leicester,Watford,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4400000,1,11,0.846153846153846,1.92307692307692E-07,2.5E-06,0,29023,2,11,0,0,0,0,0,2.5,462,-1,0,11,1,0.2,0,1,0,0,1,0,0,0.2,5167,0,0,0,0,573,144,0,0,112,West Brom,Chelsea,Leicester,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,0.5,0.4,19.9
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,3926,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,2,0,0,0,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,5000000,1,18,1.38461538461538,2.76923076923077E-07,3.6E-06,0,23795,0,6,0,0,0,0,0,3.6,415,0,0,18,0,0.1,0,0.3,0,0,3,0,0,0.2,20294,0,0,0,0,584,70,0,0,131,Man City,Bournemouth,Arsenal,Leicester,Chelsea,0.7,0.8,1,0.8,0.7,1,0.7,0.7,1,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.8,1,0.7,0.7,0.7,0.7,0.9,0.9,0.7,25.4
Aaron,Lennon,MID,EVE,5400000,2,10,0.769230769230769,1.42450142450142E-07,1.85185185185185E-06,0,5086,0,8,0,0,0,0,0,1.9,123,-1,0,10,1,0.5,0,2.7,0,0,0,0,1,0.1,1920,0,0,0,0,222,131,0,0,33,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.7
,Lewis Cook,MID,BOU,4400000,1,10,0.769230769230769,1.74825174825175E-07,2.27272727272727E-06,0,38134,1,3,0,0,0,0,0,2.3,1554,-1,0,10,1,0.2,0,0.7,0,0,1,0,0,0.9,31709,0,0,0,0,341,385,0,0,57,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7185,0,0,0,0,0,318,0,0,0,Bournemouth,Leicester,Watford,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,7,11,0.846153846153846,1.72684458398744E-07,2.24489795918367E-06,0,243511,0,3,0,0,0,0,0,2.2,817,-6,0,11,6,0.6,0,3,1,0,1,0,0,1,17548,0,0,0,0,248,6136,0,0,63,Watford,Arsenal,Man City,Bournemouth,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.4,0.8,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,6.8
Jesse,Lingard,MID,MUN,5800000,0,16,1.23076923076923,2.12201591511936E-07,2.75862068965517E-06,0,18608,0,2,0,0,0,0,0,2.8,479,-2,0,16,2,0.1,0,0.3,0,0,0,0,2,0.3,9723,0,0,0,0,229,182,0,0,52,Watford,Arsenal,Man City,Bournemouth,West Brom,0.6,0.6,0.6,0.9,0.6,0.6,0.7,0.7,0.6,0.8,0.6,0.6,1,0.6,0.6,0.6,0.8,0.6,0.9,0.6,0.9,0.6,1,0.6,0.6,20.5
Jake,Livermore,MID,WBA,4900000,5,27,2.3,4.69387755102041E-07,5.51020408163265E-06,0,11319,1,17,0,0,0,0,0,5.5,259,-1,0,27,1,0.6,0,3,0,0,2,0,1,0.2,6989,0,0,0,0,970,710,0,0,120,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,2.3,2.4,2.1,1.2,2,1.3,2.6,2.4,1.5,1.8,1.8,1.2,1.8,1.5,2.4,1.5,2,1.7,1.8,2.2,1.2,1.9,1.6,1.7,1.3,25.7
Fernando,Llorente,FWD,TOT,7400000,1,7,0.9,1.21621621621622E-07,9.45945945945946E-07,0,16244,1,1,0,0,0,0,0,0.9,523,-1,0,7,1,0.1,0,1,0,0,0,0,0,0.2,12747,0,0,0,0,110,357,0,0,20,Leicester,Watford,Stoke,Brighton,Man City,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,6.3
Hugo,Lloris,GLK,TOT,5500000,2,45,3.8,6.90909090909091E-07,8.18181818181818E-06,0,357241,0,10,0,23,0,0,0,8.2,10131,0,0,45,0,0.2,0,1.3,0,0,5,0,0,9.4,148286,0,0,0,0,1080,1730,0,0,214,Leicester,Watford,Stoke,Brighton,Man City,3.2,5,4.5,5,3,4.1,4.1,5.2,3.8,3.9,4,4.5,3.4,5.1,4.4,5.4,3.7,4.5,4.1,3.9,3.2,4.3,4.2,4.2,3.8,21
Ruben,Loftus-Cheek,MID,CRY,4500000,7,28,3.1,6.88888888888889E-07,6.22222222222222E-06,0,426995,0,17,0,0,0,1,0,6.2,4432,0,0,28,0,1,0,4.7,0,0,0,0,2,7,273859,0,0,0,0,720,70985,0,0,133,Brighton,West Brom,Bournemouth,Watford,Leicester,1.7,2,3.6,2.4,2.1,2.9,3.9,2.1,2.1,3.1,1.6,2.1,3.8,2.6,3,3.3,2.1,1.9,3.3,2.4,3.1,2.2,3.4,1.9,3.6,50.9
Jason,Lokilo,MID,CRY,4400000,0,0,0,0,0,0,13500,0,0,0,0,0,0,0,0,238,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,13050,0,0,0,0,0,33,0,0,0,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4400000,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,125,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3469,0,0,0,0,0,36,0,0,0,Arsenal,Everton,Brighton,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,3900000,0,0,0,0,0,0,100403,0,0,0,0,0,0,0,0,3332,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,70630,0,0,0,0,0,3574,0,0,0,Bournemouth,Leicester,Watford,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,5700000,1,22,1.8,3.15789473684211E-07,3.85964912280702E-06,0,32950,2,9,0,0,0,0,0,3.9,1218,-3,0,22,3,0.2,0,1.3,0,0,2,0,2,0.4,16322,0,0,0,0,588,712,0,0,64,Man City,Bournemouth,Arsenal,Leicester,Chelsea,1.1,1.2,1.4,1.4,1,1.5,1,0.9,2.1,1.4,1,1.4,1.4,1.4,1.1,1.7,1.2,1.2,1.2,0.9,0.9,1.3,1.3,1.6,1,34.5
Ademola,Lookman,MID,EVE,5100000,1,7,0.538461538461538,1.05580693815988E-07,1.37254901960784E-06,0,7566,0,6,0,0,0,0,0,1.3,145,-4,1,7,4,0.4,0,2,0,0,0,0,1,0.1,1405,0,0,0,0,122,41,-1,0,21,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.3
Jonas,Lossl,GLK,HUD,4600000,2,58,4.5,9.78260869565217E-07,1.26086956521739E-05,0,189463,0,19,0,34,0,0,0,12.6,11109,1,0,58,-1,0.7,0,3.3,5,0,5,0,1,9.7,482501,0,0,1,1,1170,10541,0,0,276,Arsenal,Everton,Brighton,Chelsea,Watford,3.2,3.1,6.6,5.4,5.6,4.4,6.1,5.9,3.5,6.8,4.3,6.6,2.8,5.7,4.6,4.3,5.3,6.8,3.9,4.7,5.9,4.6,5.4,3.3,6.8,32.3
Dejan,Lovren,DEF,LIV,5300000,0,22,1.69230769230769,3.19303338171263E-07,4.15094339622642E-06,0,73650,3,8,0,0,0,0,0,4.2,1987,-2,0,22,2,0.4,0,2,1,0,3,0,0,0.7,13654,0,0,0,0,575,123,0,0,117,Stoke,Brighton,Everton,West Brom,Bournemouth,0,1,1.2,1.8,0.8,0.8,1.2,1.2,0.9,1,0.8,0.9,1.5,0.9,1.9,1.5,0.8,1.4,1.7,0.8,1.4,0.9,1.5,0.9,1.8,20.5
Chris,Lowe,DEF,HUD,4500000,1,38,3.2,7.11111111111111E-07,8.44444444444444E-06,0,151831,0,9,0,0,0,0,0,8.4,12543,0,0,38,0,0.2,0,0.7,0,0,5,0,0,3.3,266993,0,0,0,0,787,745,0,0,163,Arsenal,Everton,Brighton,Chelsea,Watford,1.8,1.8,4.3,3.3,3.4,2.6,3.8,3.7,2,4.4,2.5,4.3,1.6,3.6,2.7,2.5,3.2,4.8,2.3,2.8,3.6,2.7,3.3,1.8,4.4,15.7
Matthew,Lowton,DEF,BUR,4700000,2,53,4.1,8.72340425531915E-07,1.12765957446809E-05,0,57388,0,10,0,0,0,0,0,11.5,10248,2,-1,53,-2,1.2,0,5.5,2,0,6,0,1,4.7,244669,0,0,0,0,1170,41016,1,0,234,Bournemouth,Leicester,Watford,Stoke,Brighton,0,3.8,4.6,4.8,4.9,4.7,3.1,4.7,5.4,5,4.8,4.2,3.5,4.5,4.4,4.1,4.7,4.1,4.8,5.7,4.1,4.6,5.3,3.6,4.4,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,Stoke,Brighton,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,MUN,11500000,2,72,5.5,4.78260869565217E-07,6.26086956521739E-06,0,1747212,1,6,0,0,0,8,0,6.3,344131,0,0,72,0,0.3,1,3.3,8,0,9,0,3,41.7,1373572,0,0,0,2,1170,8399,0,0,251,Watford,Arsenal,Man City,Bournemouth,West Brom,5.8,3.3,7.1,7.8,5.5,5.3,7,7.4,5.5,8.2,4.8,4.3,8.2,5.2,6.2,5.1,8.2,5.1,7.1,4.8,8.2,5.2,8.1,5.3,6.8,128.4
Levi,Lumeka,MID,CRY,4500000,0,1,0.0769230769230769,1.70940170940171E-08,2.22222222222222E-07,0,340,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,25,15,0,0,3,Brighton,West Brom,Bournemouth,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,17,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0,0,0,0,29673,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,1.1,21786,0,0,0,0,0,274,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5200000,2,49,3.8,7.30769230769231E-07,9.42307692307692E-06,0,270987,1,19,0,0,0,1,0,9.4,22957,2,-1,49,-2,0.4,0,2,4,0,3,0,3,7.6,499978,0,0,0,1,1170,5414,1,0,263,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,4.4,4.3,3.5,4,5.7,4.5,4.9,3.3,5.5,4.1,4.3,2.9,3.8,3,4.5,4.2,4.1,5.2,4.2,4.5,4.1,4.2,4.4,5.2,3.8,53.4
Riyad,Mahrez,MID,LEI,8400000,2,60,4.6,5.47619047619048E-07,7.14285714285714E-06,0,319569,0,18,0,0,0,2,0,7.1,27359,-1,0,60,1,0.4,0,3.7,5,0,2,0,6,4.2,318650,0,0,0,1,1016,1927,0,0,195,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,4.9,5.1,4.8,4.7,6.3,5.4,4.8,3.2,6.3,4.7,4.1,5.4,5.9,3.2,5.2,5.8,4.6,6.2,3.9,6,4.7,5,4.3,6.1,4.1,77.2
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0769230769230769,1.70940170940171E-08,2.22222222222222E-07,0,582,0,0,0,0,0,0,0,0.2,25,0,0,1,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,1,20,0,0,3,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,1,16,1.23076923076923,2.86225402504472E-07,3.72093023255814E-06,0,9548,1,10,0,0,0,0,0,3.7,851,-2,0,16,2,1,0,4.3,3,0,1,0,1,0.2,13250,0,0,0,1,379,1891,0,0,96,Arsenal,Everton,Brighton,Chelsea,Watford,0.6,0.6,1.1,0.7,0.8,0.6,0.9,0.8,0.6,1.1,0.6,1.1,0.6,0.8,0.6,0.6,0.7,1.8,0.6,0.6,0.8,0.6,0.7,0.6,1.1,17.1
Sadio,Mane,MID,LIV,9300000,1,36,2.76923076923077,2.97766749379653E-07,3.87096774193548E-06,0,1412357,1,10,0,0,0,3,0,3.9,9734,-2,0,36,2,0.5,0,4.7,2,0,3,0,2,7.4,600206,0,0,0,1,512,14130,0,1,133,Stoke,Brighton,Everton,West Brom,Bournemouth,1.5,1.4,3.6,3,1.9,1.4,3.2,2.9,1.7,1.8,2.4,1.6,2.5,1.7,3.3,3.2,1.4,2,1.5,2.1,3.1,1.6,2.7,1.7,2.6,58.5
Eliaquim,Mangala,DEF,MCI,5000000,1,3,0.230769230769231,4.61538461538462E-08,6E-07,0,5307,0,0,0,0,0,0,0,0.6,705,0,0,3,0,0.1,0,0.7,0,0,0,0,0,0.1,5773,0,0,0,0,79,303,0,0,16,Southampton,West Ham,Man Utd,Swansea,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Javier,Manquillo,DEF,NEW,4400000,1,29,2.6,5.90909090909091E-07,6.59090909090909E-06,0,59446,1,15,0,0,0,0,0,6.6,3987,-1,0,29,1,0.3,0,1.3,1,0,3,0,0,1.4,65980,0,0,0,0,990,2202,0,0,138,West Brom,Chelsea,Leicester,Everton,Arsenal,2.2,2.2,2.3,2.3,1.5,2.1,1.9,3.1,2,2.2,1.5,2.5,2.9,2.7,1.9,1.7,2.5,2,3.4,1.6,3.2,1.4,3.1,2.8,2.3,26
Solomon,March,MID,BHA,5000000,2,32,2.46153846153846,4.92307692307692E-07,6.4E-06,0,34425,1,10,0,0,0,1,0,6.4,1578,0,0,32,0,0.3,0,1.3,0,0,3,0,1,0.4,42914,0,0,0,0,806,248,0,0,118,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,2.7,2.1,1.6,1.4,2,1.5,1.7,1.8,2.4,1.6,1.7,1.7,2.6,1.5,2.5,2.7,2.1,1.2,2.2,2.7,1.5,1.9,1.7,2.2,1.2,42.3
Adrian,Mariappa,DEF,WAT,4100000,6,18,1.38461538461538,3.37711069418387E-07,4.39024390243902E-06,0,131518,1,14,0,0,0,0,0,4.5,5255,1,-1,18,-1,1,0,4.3,0,0,2,0,0,5.2,214252,0,0,0,0,641,37369,1,0,108,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0.7,0.7,1,1.8,1.1,1.1,0.7,0.7,0.7,0.7,0.7,0.9,0.7,1,0.7,0.9,0.7,0.8,0.7,0.7,1,1.9,0.9,0.7,0.7,17.2
Dean,Marney,MID,BUR,4500000,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,20,0,0,0,Bournemouth,Leicester,Watford,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,8000000,3,50,3.84615384615385,4.80769230769231E-07,6.25E-06,0,176716,1,3,0,0,0,5,0,6.3,8776,0,0,50,0,0.5,0,3.7,1,0,3,0,2,2.5,204759,0,0,0,0,441,4271,0,0,171,Watford,Arsenal,Man City,Bournemouth,West Brom,2.9,1.9,3.1,5,2.7,2.7,4.4,4.3,3.4,4.5,2.8,2.4,5.4,2.9,3.9,2.5,4.6,2.7,5.1,1.9,4.9,3.1,5.3,2.2,3.5,70.3
Cuco,Martina,DEF,EVE,4300000,0,5,0.384615384615385,8.94454382826476E-08,1.16279069767442E-06,0,46278,1,9,0,0,0,0,0,1.2,1111,-2,0,5,2,0,0,0,0,0,0,0,0,0.3,31121,0,0,0,0,390,102,0,0,61,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,22598,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0.7,978,0,0,0,0,0,17,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,288,0,0,0,Everton,Man City,Chelsea,Arsenal,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.307692307692308,6.27943485086342E-08,8.16326530612245E-07,0,1786,0,11,0,0,0,0,0,0.8,42,-1,0,4,1,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,346,20,0,0,61,Liverpool,Swansea,Tottenham,Burnley,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,12.3
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,46766,0,0,0,0,0,0,0,0,2245,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,43281,0,0,0,0,0,4827,0,0,0,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4400000,2,13,1,2.27272727272727E-07,2.95454545454545E-06,0,12257,1,8,0,0,0,0,0,3,330,-1,0,13,1,0.2,0,1,0,0,0,0,2,0.3,10171,0,0,0,0,351,510,0,0,91,Everton,Man City,Chelsea,Arsenal,Stoke,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.5,0.7,0.5,0.5,1.5,0.5,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,23.9
Juan,Mata,MID,MUN,6900000,3,35,3.5,5.07246376811594E-07,5.07246376811594E-06,0,166911,0,3,0,0,0,1,0,5.1,3382,-1,0,35,1,0.4,0,2.7,2,0,7,0,1,2.1,114694,0,0,0,0,634,695,0,0,149,Watford,Arsenal,Man City,Bournemouth,West Brom,2.5,1.8,2.7,4.4,2.3,2.3,3.8,3.8,2.9,3.9,2.4,2,4.7,2.5,3.4,2.1,4,2.3,4.5,1.8,4.3,2.7,4.7,1.9,3.1,49.1
Nemanja,Matic,MID,MUN,5000000,3,38,2.9,5.8E-07,7.6E-06,0,728552,0,6,0,0,0,0,0,7.6,33422,0,0,38,0,0.5,0,2.3,0,0,9,0,1,12.9,492659,0,0,0,0,1170,6204,0,0,209,Watford,Arsenal,Man City,Bournemouth,West Brom,1.8,1.4,2,3.4,1.7,1.7,2.9,2.9,2.2,3,1.8,1.4,3.7,1.8,2.5,1.5,3,1.7,3.4,1.4,3.3,2,3.7,1.4,2.3,42
Joel,Matip,DEF,LIV,5500000,2,42,3.5,6.36363636363636E-07,7.63636363636364E-06,0,145112,1,18,0,0,0,1,0,7.6,4538,0,0,42,0,0.7,0,4,3,0,4,0,0,2.7,108557,0,0,0,1,1080,3931,0,0,251,Stoke,Brighton,Everton,West Brom,Bournemouth,2.8,3.1,3.8,4.8,2.6,2,3.7,3.8,3,3.2,2.7,2.9,4.3,2.9,5,4.4,1.8,4.2,3.4,2,4.1,3,4.4,3,4.8,46.1
Alfie,Mawson,DEF,SWA,5000000,6,47,3.6,7.2E-07,9.4E-06,0,45362,0,15,0,0,0,1,0,9.4,3633,0,0,47,0,0.6,0,3,1,0,5,0,0,1.2,46401,0,0,0,0,1170,897,0,0,259,Chelsea,Stoke,West Brom,Man City,Everton,4.1,3.9,4.4,2.7,2.9,5.3,3.4,4.8,3.8,3.5,4.4,4.5,3.2,3.7,4.2,4.6,4,3.6,2.6,4.1,3.3,3,3.3,3.6,3.9,39.2
Chancel,Mbemba,DEF,NEW,4000000,0,15,1.15384615384615,2.88461538461538E-07,3.75E-06,0,440026,0,5,0,0,0,0,0,3.8,28595,0,0,15,0,0,0,0,3,0,1,0,0,11.4,845541,0,0,0,1,408,5814,0,0,81,West Brom,Chelsea,Leicester,Everton,Arsenal,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.7,1.3,0.7,0.6,0.6,0.7,0.6,1,0.6,0.9,0.6,0.9,0.8,0.6,14.6
James,McArthur,MID,CRY,4400000,1,20,1.53846153846154,3.4965034965035E-07,4.54545454545455E-06,0,173994,1,9,0,0,0,1,0,4.5,5612,-1,0,20,1,0.7,0,3,1,0,0,0,0,2.5,79901,0,0,0,0,567,3141,0,0,82,Brighton,West Brom,Bournemouth,Watford,Leicester,0.8,0.8,1.3,0.8,0.8,0.9,1.4,0.8,0.8,1,0.8,0.8,1.3,0.8,1,1.1,0.8,0.8,1.1,0.8,1,0.8,1.2,0.8,1.2,32.3
Gareth,McAuley,DEF,WBA,4700000,0,4,0.307692307692308,6.54664484451719E-08,8.51063829787234E-07,0,74037,0,9,0,0,0,0,0,0.8,1214,-3,1,4,3,0.1,0,0.3,0,0,0,0,0,0.6,4403,0,0,0,0,258,201,-1,0,47,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.1
Oliver,McBurnie,FWD,SWA,4500000,0,5,0.384615384615385,8.54700854700855E-08,1.11111111111111E-06,0,96330,0,1,0,0,0,0,0,1.1,2625,0,0,5,0,0.1,0,0.3,0,0,0,0,0,1.4,48707,0,0,0,0,41,7171,0,0,16,Chelsea,Stoke,West Brom,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.3
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,63,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,628,0,0,0,0,0,16,0,0,0,Man City,Bournemouth,Arsenal,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4900000,0,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,13,0,0,0,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McClean,MID,WBA,4800000,1,11,0.846153846153846,1.76282051282051E-07,2.29166666666667E-06,0,7408,3,3,0,0,0,0,0,2.3,138,-2,0,11,2,0.1,0,0.7,0,0,2,0,0,0.1,4592,0,0,0,0,289,50,0,0,28,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0.5,0.5,0.4,0.4,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.1
Sam,McQueen,DEF,SOU,4300000,0,2,0.153846153846154,3.5778175313059E-08,4.65116279069767E-07,0,3587,0,0,0,0,0,0,0,0.5,79,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1118,0,0,0,0,20,29,0,0,5,Man City,Bournemouth,Arsenal,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Scott,McTominay,MID,MUN,4300000,0,0,0,0,0,0,24302,0,0,0,0,0,0,0,0,1249,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,42700,0,0,0,0,0,420,0,0,0,Watford,Arsenal,Man City,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
